Cargo;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Votos válidos;Votos nominais;Data de carga
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ALCOBAÇA;GIVALDO MUNIZ;Prefeito;PT;NORDESTE;Eleito;1;BA;15144;8992;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior incompleto;SÃO LOURENÇO DA MATA;VINICIUS LABANCA;Empresário;PSB;NORDESTE;Eleito;1;PE;64448;56964;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;WANDERLEY;CAMARGO ANTÔNIO PINTO CRISOSTOMO;Servidor Público Municipal;AVANTE;NORDESTE;Eleito;1;BA;8897;5302;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;GIRAU DO PONCIANO;GILBERTO BEZERRA BARROS;Veterinário;PP;NORDESTE;Eleito;1;AL;22243;15885;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior incompleto;ITABELA;RICARDO DE JESUS FLAUZINO;Outros;PSD;NORDESTE;Eleito;1;BA;16781;10682;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;ARATUBA;JOERLY RODRIGUES VICTOR;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;CE;10737;6987;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;MALHADA DOS BOIS;JOSÉ FÁBIO NUNES LIMA;Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);PP;NORDESTE;Eleito;1;SE;3636;1983;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental completo;QUIXABEIRA;EDINALDO OLIVEIRA RIOS;Aposentado (Exceto Servidor Público);UNIÃO;NORDESTE;Eleito;1;BA;7180;5251;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;IBICUITINGA;ROGERIO BARREIRA PINHEIRO;Servidor Público Estadual;PT;NORDESTE;Eleito;1;CE;11058;6706;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);65 a 69 anos;Feminino;Ensino Médio completo;UBAITABA;MARIA DAS GRAÇAS DE DEUS VIANA;Aposentado (Exceto Servidor Público);AVANTE;NORDESTE;Eleito;1;BA;11074;5652;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;FREI MARTINHO;SEBASTIÃO PINTO DANTAS;Agricultor;REPUBLICANOS;NORDESTE;Eleito;1;PB;2550;2186;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;CANINDÉ;FRANCISCO JARDEL SOUSA PINHO;Vereador;PSB;NORDESTE;Eleito;1;CE;48519;27388;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);70 a 74 anos;Masculino;Superior completo;AMÉLIA RODRIGUES;JOÃO MANOEL BAHIA MENEZES;Contador;PSD;NORDESTE;Eleito;1;BA;15674;8949;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio incompleto;CAMPO ALEGRE DE LOURDES;TADEU DIAS DOS SANTOS;Comerciante;PT;NORDESTE;Eleito;1;BA;18979;11681;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;NOVO LINO;MARCELA SILVA GOMES DE BARROS;Arquiteto;MDB;NORDESTE;Eleito;1;AL;7888;5935;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Feminino;Ensino Médio completo;FERNANDO FALCÃO;RAIMUNDA DA SILVA ALMEIDA;Prefeito;PDT;NORDESTE;Eleito;1;MA;8560;5276;2025-05-06 19:30:57
Prefeito;Preta;Divorciado(a);65 a 69 anos;Masculino;Superior completo;BAIXA GRANDE DO RIBEIRO;JOSÉ LUIS SOUSA;Médico;PT;NORDESTE;Eleito;1;PI;10218;6773;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;CORIBE;MURILLO FERREIRA VIANA;Médico;UNIÃO;NORDESTE;Eleito;1;BA;10634;5466;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);45 a 49 anos;Masculino;Superior completo;MANAÍRA;MANOEL VIRGULINO SIMÃO;Médico;PSDB;NORDESTE;Eleito;1;PB;7341;4102;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);65 a 69 anos;Masculino;Superior completo;FORMOSA DO RIO PRETO;MANOEL AFONSO DE ARAÚJO;Prefeito;PSD;NORDESTE;Eleito;1;BA;17626;8936;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;IBIPITANGA;HUMBERTO RAIMUNDO RODRIGUES DE OLIVEIRA;Empresário;PT;NORDESTE;Eleito;1;BA;10613;6676;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);50 a 54 anos;Masculino;Superior completo;SÃO SEBASTIÃO;CHARLES NUNES REGUEIRA;Professor de Ensino Superior;PP;NORDESTE;Eleito;1;AL;21338;11980;2025-05-06 19:30:57
Prefeito;Preta;Divorciado(a);50 a 54 anos;Masculino;Superior incompleto;DUQUE BACELAR;FRANCISCO FLÁVIO LIMA FURTADO;Comerciante;PDT;NORDESTE;Eleito;1;MA;8126;5900;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;PROPRIÁ;JOSE LUCIANO NASCIMENTO LIMA;Agricultor;PP;NORDESTE;Eleito;1;SE;16585;9235;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;LAGOA DE ITAENGA;DIMAS CAETANO DE SOUSA;Comerciante;REPUBLICANOS;NORDESTE;Eleito;1;PE;15662;8417;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;MARIZÓPOLIS;LUCAS GONÇALVES BRAGA;Arquiteto;PSB;NORDESTE;Eleito;1;PB;5328;3202;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Feminino;Superior completo;SERTÂNIA;POLLYANNA BARBOSA DE ABREU;Empresário;PSDB;NORDESTE;Eleito;1;PE;20545;11478;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior completo;SANTO AMARO DO MARANHÃO;LEANDRO OLIVEIRA DA SILVA;Prefeito;PC do B;NORDESTE;Eleito;1;MA;11273;6072;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;MACURURÉ;LEANDRO BERGUE GOMES DA CRUZ;Prefeito;PC do B;NORDESTE;Eleito;1;BA;5686;3727;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);55 a 59 anos;Feminino;Ensino Médio completo;ÁGUA DOCE DO MARANHÃO;MARIA ELIANE DA COSTA DIAS;Comerciante;PDT;NORDESTE;Eleito;1;MA;9312;4686;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;ITAPETIM;ALINE KARINA ALVES DA COSTA;Servidor Público Municipal;PSB;NORDESTE;Eleito;1;PE;9837;6111;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;VILA NOVA DO PIAUÍ;MANOEL BERNARDO LEAL;Empresário;PDT;NORDESTE;Eleito;1;PI;2724;1821;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;CUITÉ;CAIO TIBÉRIO BARBALHO INÁCIO DA SILVA;Advogado;PP;NORDESTE;Eleito;1;PB;13399;9290;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;ITATUBA;JOSMAR LACERDA MARTINS;Prefeito;MDB;NORDESTE;Eleito;1;PB;7794;3991;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;DOM INOCÊNCIO;FERNANDE RIBEIRO DE CASTRO FILHO;Enfermeiro;PSD;NORDESTE;Eleito;1;PI;6599;3687;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;MASSAPÊ DO PIAUÍ;WILTON COUTINHO SILVA;Médico;MDB;NORDESTE;Eleito;1;PI;5858;3425;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;NOVO SANTO ANTÔNIO;ELISA MARIA DA SILVA PAZ;Professor de Ensino Fundamental;PT;NORDESTE;Eleito;1;PI;4336;2377;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;ITUBERÁ;REGES JONAS ARAGAO SANTOS;Prefeito;PP;NORDESTE;Eleito;1;BA;14144;8204;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;LAGOA REAL;JOSÉ CARLOS TRINDADE DUCA;Comerciante;UNIÃO;NORDESTE;Eleito;1;BA;9469;4839;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;COCAL DOS ALVES;WODSON GIAN SILVA VIEIRA;Técnico em Agronomia e Agrimensura;PT;NORDESTE;Eleito;1;PI;4749;3329;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Feminino;Superior completo;PIRES FERREIRA;LIVIA MARIA MESQUITA MORORO MUNIZ MARQUES;Prefeito;PSB;NORDESTE;Eleito;1;CE;7527;5391;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;SÃO MIGUEL DO ALEIXO;CLEANE DOS SANTOS NUNES;Comerciante;UNIÃO;NORDESTE;Eleito;1;SE;2728;2728;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;PEDREIRAS;VANESSA DOS PRAZERES SANTOS;Prefeito;UNIÃO;NORDESTE;Eleito;1;MA;22184;14596;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);35 a 39 anos;Masculino;Superior incompleto;ILHÉUS;VALDERICO LUIZ DOS REIS JÚNIOR;Empresário;UNIÃO;NORDESTE;Eleito;1;BA;96141;41567;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Feminino;Superior completo;FORTIM;DELMA DA COSTA DOS SANTOS;Advogado;MDB;NORDESTE;Eleito;1;CE;15376;10255;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;PAULISTA;LUCAS DE SOUSA PEREIRA;Empresário;PSB;NORDESTE;Eleito;1;PB;9845;5051;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;CUITÉ DE MAMANGUAPE;HÉLIO SEVERINO DE SOUZA;Empresário;MDB;NORDESTE;Eleito;1;PB;6638;3633;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;TAUÁ;PATRÍCIA PEQUENO COSTA GOMES DE AGUIAR;Advogado;PSD;NORDESTE;Eleito;1;CE;37542;26291;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;JABOATÃO DOS GUARARAPES;LUIZ JOSÉ INOJOSA DE MEDEIROS;Prefeito;PL;NORDESTE;Eleito;1;PE;323282;180810;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;NOSSA SENHORA DE NAZARÉ;JOSÉ HENRIQUE DE OLIVEIRA ALVES;Prefeito;PSD;NORDESTE;Eleito;1;PI;5034;4332;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);65 a 69 anos;Masculino;Superior incompleto;ITAMBÉ;JOSÉ CÂNDIDO ROCHA ARAÚJO;Prefeito;PSD;NORDESTE;Eleito;1;BA;14758;10916;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;FRECHEIRINHA;FRANCISCO MESQUITA PORTELA;Empresário;PSD;NORDESTE;Eleito;1;CE;11809;6172;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;AMONTADA;FLAVIO CESAR BRUNO TEIXEIRA FILHO;Prefeito;PT;NORDESTE;Eleito;1;CE;29961;19876;2025-05-06 19:30:57
Prefeito;Preta;Solteiro(a);50 a 54 anos;Masculino;Superior completo;CAJAZEIRAS DO PIAUÍ;CARLOS ALBERTO SILVESTRE DE SOUSA;Prefeito;PP;NORDESTE;Eleito;1;PI;3297;2257;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;IBITITÁ;AFONSO FERREIRA MENDONÇA;Advogado;MDB;NORDESTE;Eleito;1;BA;13846;5905;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;CATARINA;RENAN BARROS GUEDES;Vereador;MDB;NORDESTE;Eleito;1;CE;8718;4996;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);40 a 44 anos;Masculino;Superior completo;TIANGUÁ;ALEX ANDERSON NUNES DA COSTA;Prefeito;PSB;NORDESTE;Eleito;1;CE;46812;31126;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;MURITIBA;ROSILVANDA OLIVEIRA REIS;Enfermeiro;PSD;NORDESTE;Eleito;1;BA;17244;11103;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;SÃO JOSÉ DE CAIANA;MANOEL PEREIRA DE SOUZA;Prefeito;PL;NORDESTE;Eleito;1;PB;4691;3160;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;CARIDADE DO PIAUÍ;CLEIVANILSON JOSÉ DE CARVALHO;Empresário;PSD;NORDESTE;Eleito;1;PI;3796;3796;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;PARANÁ;JOSIENE GOMES DA SILVA ANDRADE;Farmacêutico;MDB;NORDESTE;Eleito;1;RN;3474;3201;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;LIMOEIRO DE ANADIA;JAMES MARLAN FERREIRA BARBOSA;Prefeito;PP;NORDESTE;Eleito;1;AL;16449;11438;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);25 a 29 anos;Masculino;Superior completo;INDEPENDÊNCIA;WILLIAM VIEIRA;Engenheiro;PT;NORDESTE;Eleito;1;CE;18120;10940;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;SANTA RITA DE CÁSSIA;JOSÉ BENEDITO ROCHA ARAGÃO;Odontólogo;PSD;NORDESTE;Eleito;1;BA;19560;11314;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;SÃO MIGUEL DAS MATAS;VALDELINO DE JESUS SANTOS;Prefeito;PSDB;NORDESTE;Eleito;1;BA;7883;4107;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;BOQUEIRÃO;JOÃO MARCOS DE FREITAS;Prefeito;PSD;NORDESTE;Eleito;1;PB;13008;6826;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);40 a 44 anos;Masculino;Ensino Médio incompleto;VEREDA;MANRICK GREGÓRIO PRATES TEIXEIRA;Prefeito;AVANTE;NORDESTE;Eleito;1;BA;5758;3412;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;PINDARÉ-MIRIM;ALEXANDRE COLARES BEZERRA JUNIOR;Médico;MDB;NORDESTE;Eleito;1;MA;20337;13479;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;PARIPIRANGA;TALISSON SANTA ROSA NASCIMENTO;Agrônomo;PSD;NORDESTE;Eleito;1;BA;19268;10117;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);65 a 69 anos;Masculino;Ensino Médio completo;GURINHÉM;TARCISIO SAULO DE PAIVA;Empresário;PSB;NORDESTE;Eleito;1;PB;9177;5321;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior incompleto;CARNAUBAL;JOSE WELITON SOUZA LEITE;Prefeito;PT;NORDESTE;Eleito;1;CE;11359;6387;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Fundamental completo;PEDRA PRETA;LUIZ ANTÔNIO BANDEIRA DE SOUZA;Pecuarista;PSDB;NORDESTE;Eleito;1;RN;3044;1879;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;MATINHAS;BENEDITO BRAZ DA SILVA;Agricultor;PSB;NORDESTE;Eleito;1;PB;3627;2996;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;SANTA LUZIA DO PARUÁ;ANTONIO VILSON MARREIROS FERRAZ;Prefeito;PL;NORDESTE;Eleito;1;MA;12967;11211;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;GOVERNADOR EUGÊNIO BARROS;FRANCISCO CARNEIRO RIBEIRO;Prefeito;MDB;NORDESTE;Eleito;1;MA;8964;5613;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);45 a 49 anos;Feminino;Superior completo;CONCEIÇÃO DO LAGO-AÇU;ELCILENE PINHEIRO PEREIRA DOS SANTOS;Professor de Ensino Médio;PL;NORDESTE;Eleito;1;MA;10177;5783;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;CASINHAS;JULIANA BARBOSA DA SILVA AGUIAR;Prefeito;UNIÃO;NORDESTE;Eleito;1;PE;9432;6364;2025-05-06 19:30:57
Prefeito;Preta;Solteiro(a);50 a 54 anos;Feminino;Superior completo;GOIANINHA;HOSANIRA GALVÃO;Prefeito;PP;NORDESTE;Eleito;1;RN;18041;9115;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Superior completo;BARRA;ROMEU BATISTA PINTO JUNIOR;Vereador;PT;NORDESTE;Eleito;1;BA;29430;16836;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;SANTANA DO MUNDAÚ;ANDRÉ LUIZ GOES CASTRO;Empresário;MDB;NORDESTE;Eleito;1;AL;7294;5322;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;SANTA HELENA;JOÃO CLEBER FERREIRA LIMA;Professor de Ensino Fundamental;PSB;NORDESTE;Eleito;1;PB;5207;3289;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;ITAJUÍPE;LEANDRO JUNQUILHO CUNHA;Prefeito;AVANTE;NORDESTE;Eleito;1;BA;12659;7811;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;VITORINO FREIRE;ADEMAR ALVES MAGALHÃES;Empresário;UNIÃO;NORDESTE;Eleito;1;MA;17815;11169;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);40 a 44 anos;Masculino;Superior completo;OURIÇANGAS;RONIVALDO CERQUEIRA DE ARAÚJO;Administrador;PT;NORDESTE;Eleito;1;BA;5954;3120;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;ANTÔNIO GONÇALVES;DJALMA DE FREITAS CARDOSO NETO;Advogado;PSD;NORDESTE;Eleito;1;BA;7552;4084;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;IPUEIRAS;FRANCISCO SOUTO DE VASCONCELOS JÚNIOR;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;CE;24326;15017;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio incompleto;BALSAS;ALAN DOUGLAS DE OLIVEIRA;Empresário;PRD;NORDESTE;Eleito;1;MA;56860;28544;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;IBIAPINA;MARCOS ANTONIO DA SILVA LIMA;Prefeito;PSB;NORDESTE;Eleito;1;CE;15874;9299;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;BARRA DE SÃO MIGUEL;JOÃO PAULO FRANÇA;Professor de Ensino Médio;PSD;NORDESTE;Eleito;1;PB;5129;4405;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;CANDEIAS;ERITON DOS SANTOS RAMOS;Outros;PP;NORDESTE;Eleito;1;BA;51171;29972;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;GOVERNADOR NUNES FREIRE;LUIS FERNANDO DE CASTRO BRAGA;Empresário;PL;NORDESTE;Eleito;1;MA;14526;5176;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;LAGOA GRANDE DO MARANHÃO;FRANCISCO NERES MOREIRA POLICARPO;Trabalhador Rural;PSB;NORDESTE;Eleito;1;MA;8482;4937;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;SOCORRO DO PIAUÍ;ADERSON BARBOSA RIBEIRO SÁ FILHO;Advogado;MDB;NORDESTE;Eleito;1;PI;3684;2821;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;UTINGA;ATILA SANT ANA KARAOGLAN;Advogado;PSDB;NORDESTE;Eleito;1;BA;10863;5485;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;JAPI;SIMONE FERNANDES DA SILVA;Prefeito;MDB;NORDESTE;Eleito;1;RN;4896;2536;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;CIDELÂNDIA;EUSTAQUIO SAMPAIO;Administrador;PSB;NORDESTE;Eleito;1;MA;9252;4912;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;IGARASSU;ELCIONE DA SILVA RAMOS PEDROZA BARBOSA;Prefeito;PSDB;NORDESTE;Eleito;1;PE;70398;40820;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio completo;ROSÁRIO DO CATETE;ANTONIO CÉSAR CORREIA DINIZ DE RESENDE;Prefeito;UNIÃO;NORDESTE;Eleito;1;SE;7274;4619;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;MARAJÁ DO SENA;ADONILSON DO NASCIMENTO LIMA;Empresário;PP;NORDESTE;Eleito;1;MA;6081;3058;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;OLHO D'ÁGUA GRANDE;MARIA SUZANICE HIGINO BAHÉ;Prefeito;PP;NORDESTE;Eleito;1;AL;4446;2813;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Feminino;Superior completo;PEDRO RÉGIS;MICHELE RIBEIRO DE OLIVEIRA;Professor de Ensino Superior;PSB;NORDESTE;Eleito;1;PB;4626;3250;2025-05-06 19:30:57
Prefeito;Branca;Viúvo(a);55 a 59 anos;Feminino;Ensino Fundamental completo;JACARÉ DOS HOMENS;MARIA DO SOCORRO MELO DA SILVA;Vereador;MDB;NORDESTE;Eleito;1;AL;4520;2574;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;MOMBAÇA;ORLANDO BENEVIDES CAVALCANTE FILHO;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;CE;25935;13804;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;JATOBÁ DO PIAUÍ;RAIMUNDO NONATO GOMES DE OLIVEIRA;Comerciante;PSD;NORDESTE;Eleito;1;PI;6087;3282;2025-05-06 19:30:57
Prefeito;Preta;Solteiro(a);55 a 59 anos;Feminino;Ensino Médio completo;CACHOEIRA;ELIANA GONZAGA DE JESUS;Prefeito;PT;NORDESTE;Eleito;1;BA;20483;8359;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;FREI MIGUELINHO;JOSÉ LINDONALDO DE FRANÇA;Empresário;PSB;NORDESTE;Eleito;1;PE;11494;5781;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Feminino;Superior completo;MAJOR SALES;MARIA ELCE MAFALDO DE PAIVA FERNANDES;Prefeito;MDB;NORDESTE;Eleito;1;RN;2496;2412;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;MARECHAL DEODORO;ANDRÉ LUIZ BARROS DA SILVA;Advogado;MDB;NORDESTE;Eleito;1;AL;36981;21621;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Feminino;Superior completo;LUZILÂNDIA;FERNANDA PINTO MARQUES;Prefeito;PT;NORDESTE;Eleito;1;PI;15461;12741;2025-05-06 19:30:57
Prefeito;Branca;Viúvo(a);65 a 69 anos;Masculino;Superior completo;PORTALEGRE;JOSE AUGUSTO DE FREITAS REGO;Prefeito;UNIÃO;NORDESTE;Eleito;1;RN;6016;4316;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;FLORES;CICERO GILBERTO CAVALCANTI RIBEIRO;Ocupante de Cargo em Comissão;PSB;NORDESTE;Eleito;1;PE;12070;8002;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;DIAS D'ÁVILA;ALBERTO PEREIRA CASTRO;Prefeito;PSDB;NORDESTE;Eleito;1;BA;38982;22281;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental completo;QUIXABA;JOSE PEREIRA NUNES;Prefeito;AVANTE;NORDESTE;Eleito;1;PE;5034;3757;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Feminino;Superior incompleto;ARACATI;ROBERTA CARDOSO BARBOSA DE ALMEIDA;Vereador;PODE;NORDESTE;Eleito;1;CE;46893;26825;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);40 a 44 anos;Feminino;Ensino Médio completo;TIBAU;LIDIANE MARQUES DA COSTA;Prefeito;UNIÃO;NORDESTE;Eleito;1;RN;8171;4927;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;LAURO DE FREITAS;DÉBORA REGIS DOS SANTOS FILHA;Vereador;UNIÃO;NORDESTE;Eleito;1;BA;118581;70691;2025-05-06 19:30:57
